source_division,name,alliance,cards,source_deck_descriptor,vanilla_deck_name_key,ysmxwifxwto_limited_code,ysmxwifxwto_unlimited_code,vanilla_official_icon_code,ysmxwifxwto_official_icon_code
Descriptor_Deck_Division_SOV_157_Rifle_multi,157-YA MOTOSTRELK. DIV.,PACT,35,Descriptor_Deck_SOV_157_Rifle_multi,MSNGLCZFKZ,FhLzEaMMQAZgAAAAzAAAAV7AAABFeAACCrAFTgDC4KnAKtwPRgVoAGrgL0ANXANGAFyAOAFoEAbwBnwLPwPRgVbAV4AqYAAABU0AACB4EAAEDuAAAIKqwAAQVaAAAgGpAABBUyBXiAOIFUMFXIKoYBnQAAAVAgAAArAANXBG0AACCqICvAEPIAAIJbgAAQVEgAAgHlAABBOeAACAH0AAAQA=,FhLzGaMMQAZgAAAAzAAAAV7AAABFeAACCrAFTgDC4KnAKtwPRgVoAGrgL0ANXANGAFyAOAFoEAbwBnwLPwPRgVbAV4AqYAAABU0AACB4EAAEDuAAAIKqwAAQVaAAAgGpAABBUyBXiAOIFUMFXIKoYBnQAAAVAgAAArAANXBG0AACCqICvAEPIAAIJbgAAQVEgAAgHlAABBOeAACAH0AAAQA=,FhJoJowtAZgAADMAAFewABFeAAqsFTgwuqcKtz0ZWgGri9A1cNGBcg4FoEG8GfLPz0ZVsV4KmAABU0AAngQAE7gAAqqwAFVoAAhqQAFUyV4g4lUNVyqhhnQABUCAAKwA1dG0AAqoivBDyAApbgAFUSAAh5QAFOeAAgfQAAQ=,FhgAAAAGntBG2AAAB5JoJowxABmAAAADMAAABXsAAAEV4AAIKsAVOAMLgqcAq3A9GBWgAauAvQA1cA0YAXIA4AWgQBvAGfAs/A9GBVsBXgCpgAAAFTQAAIHgQAAQO4AAAgqrAABBVoAACAakAAEFTIFeIA4gVQwVcgqhgGdAAABUCAAACsAA1cEbQAAIKogK8AQ8gAAgluAABBUSAACAeUAAEE54AAIAfQAABA==
Descriptor_Deck_Division_SOV_17_Gds_Tank_multi,17-YA GV. TANK. DIV.,PACT,35,Descriptor_Deck_SOV_17_Gds_Tank_multi,ABVQQMXMNT,FhLzEaMUUEVwAAEEVwAAAEPwAAEDKYAAEDKYAAEDKYAAEDKYAAAEPQAAEFnAAAEAtQBmIFzQB6AFT4AAEBi4AAEFYABq0Fm4AAEAzgAAEBAIAAEBAAAAEFzYAAED8wAAEF1YAAEFWAHowDC4HowFW4Ho0FnQB7kFngIzkFnIB6ADZAAAACvYAAAEV4AAEBrYBokFmgBogDnwAAAFmQAAEEvYAAAg,FhLzGaMUUEVwAAEEVwAAAEPwAAEDKYAAEDKYAAEDKYAAEDKYAAAEPQAAEFnAAAEAtQBmIFzQB6AFT4AAEBi4AAEFYABq0Fm4AAEAzgAAEBAIAAEBAAAAEFzYAAED8wAAEF1YAAEFWAHowDC4HowFW4Ho0FnQB7kFngIzkFnIB6ADZAAAACvYAAAEV4AAEBrYBokFmgBogDnwAAAFmQAAEEvYAAAg,FhJnRoxNUVwABRXAABD8AATKYABMpgAEymAATKYAAQ9AAFZwAAQtQZiXNB6BU+AARi4ABVgBq1ZuAAQzgABEAgAEQAAAVzYABPzAAFdWAAVWB6MMLnoxVuejVnQe5WeIzlZyHoDZAAAK9gABFeAARrYaJWaBog58AAFmQABS9gAAgA==,FhgAAAAGntBG2AAAB5JnRoxRQRXAAAQRXAAAAQ/AAAQMpgAAQMpgAAQMpgAAQMpgAAAQ9AAAQWcAAAQC1AGYgXNAHoAVPgAAQGLgAAQVgAGrQWbgAAQDOAAAQEAgAAQEAAAAQXNgAAQPzAAAQXVgAAQVYAejAMLgejAVbgejQWdAHuQWeAjOQWcgHoANkAAAAK9gAAARXgAAQGtgGiQWaAGiAOfAAAAWZAAAQS9gAACA
Descriptor_Deck_Division_TCH_19_MSD_multi,19. MOTOSTRELECKA DIVIZE,PACT,34,Descriptor_Deck_TCH_19_MSD_multi,QLUYYLPOHX,FhLzEaIUUFMYE+0FMYE+wEzQE+EEzYGDkFCIF88FD4HZoEzgHZoFYIHYUCewAAIC9oAAADMQAAAFMgAAEDKoAAEDK4AAEDK4AAACYgAAIFYgHYUC2IAAEFNoAAEFNoAAIDIoAAIDIoAAECfwAAACfIAAIFDYGc4FDQGcwEIAAAEDvAAAEDvwAAEDvoAAIFLYAAEE5oGDgCiIAAADCoAAAg==,FhLzGaIUUFMYE+0FMYE+wEzQE+EEzYGDkFCIF88FD4HZoEzgHZoFYIHYUCewAAIC9oAAADMQAAAFMgAAEDKoAAEDK4AAEDK4AAACYgAAIFYgHYUC2IAAEFNoAAEFNoAAIDIoAAIDIoAAECfwAAACfIAAIFDYGc4FDQGcwEIAAAEDvAAAEDvwAAEDvoAAIFLYAAEE5oGDgCiIAAADCoAAAg==,FhJnhohNVMZPtUxk+xM0T4UzZg5UIl89Q+dmkzh2aVgnYUnsAAi9oAAMxAABTIAATKoABMrgAEyuAACYgACViHYUtiAAVNoABU2gAIyKAAjIoABJ/AAAnyAAlDZnOUNGcxCAAATvAABO/AAE76AAlLYABTmmDgoiAADCoAAI,FhgAAAAGntBG2AAAB5JnhohRQUxgT7QUxgT7ATNAT4QTNgYOQUIgXzwUPgdmgTOAdmgVggdhQJ7AAAgL2gAAAMxAAAAUyAAAQMqgAAQMrgAAQMrgAAAJiAAAgViAdhQLYgAAQU2gAAQU2gAAgMigAAgMigAAQJ/AAAAJ8gAAgUNgZzgUNAZzAQgAAAQO8AAAQO/AAAQO+gAAgUtgAAQTmgYOAKIgAAAMKgAACA==
Descriptor_Deck_Division_SOV_2_Gds_Rifle_multi,2-YA GV. MOTOSTRELK. DIV.,PACT,36,Descriptor_Deck_SOV_2_Gds_Rifle_multi,PIQDJIXNDD,FhLzEaQMYHzgAAAAzAAAAtlAAAAPUAACC2wAMMFtYAYYLcAAwwW2ABdgtvAC7BbeAF2C7AAMMF2IAYYLsgAwgGnAGiABZAAAAFOAACAzcA0UEVwAAILrwAAQAngAAgBPAABBbQAACC2gAAEAbgAYYIAAD0ADOgAAgNkAABBdqAauAKYAAEAKYAAIAVAAAQEAgAAgmvAABBAkAACAH0AAEFuoAAAg,FhLzGaQMYHzgAAAAzAAAAtlAAAAPUAACC2wAMMFtYAYYLcAAwwW2ABdgtvAC7BbeAF2C7AAMMF2IAYYLsgAwgGnAGiABZAAAAFOAACAzcA0UEVwAAILrwAAQAngAAgBPAABBbQAACC2gAAEAbgAYYIAAD0ADOgAAgNkAABBdqAauAKYAAEAKYAAIAVAAAQEAgAAgmvAABBAkAACAH0AAEFuoAAAg,FhJw5pAtnzgAADMAALZQAAPUAArbAMNbWBhrcAMNbYBdrbwLtbeBdrsAMNdiBhrsgMIacGiAWQAAFOAAjNw0VFcAArrwAECeAAgTwAFbQAAraAAEG4BhoAA9AM6AAjZAAFdqGrgpgAECmAAgVAAEQCAAprwAFAkAAgfQAFbqAACA,FhgAAAAGntBG2AAAB5Jw5pAxgfOAAAADMAAAC2UAAAA9QAAILbAAwwW1gBhgtwADDBbYAF2C28ALsFt4AXYLsAAwwXYgBhguyADCAacAaIAFkAAAAU4AAIDNwDRQRXAAAguvAABACeAACAE8AAEFtAAAILaAAAQBuABhggAAPQAM6AACA2QAAEF2oBq4ApgAAQApgAAgBUAABAQCAACCa8AAEECQAAIAfQAAQW6gAACA
Descriptor_Deck_Division_TCH_2_MSD_multi,2. MOTOSTRELECKA DIVIZE,PACT,35,Descriptor_Deck_TCH_2_MSD_multi,QBZYHSMIUM,FhLzEaMUQGO4AAADMgAAEC+oAAIC9oAAAEzYF6UGOgF80GOoF80FDIF8EFDIF8EFDIF8IFDAF8EFMYE+IFCYF8wFEAGc0CiIAAECiIAAADpQGcwE64AAEDJAAAEDJAAAEDIwAAEDK4AAAC+wAAAC/QAAEDsYAAIEzIGc0C2IAAACYgAAEEoAAAIFkoAAEGPIMeoFkoAAEGeoAAEGi4AAEFlQAAAg,FhLzGaMUQGO4AAADMgAAEC+oAAIC9oAAAEzYF6UGOgF80GOoF80FDIF8EFDIF8EFDIF8IFDAF8EFMYE+IFCYF8wFEAGc0CiIAAECiIAAADpQGcwE64AAEDJAAAEDJAAAEDIwAAEDK4AAAC+wAAAC/QAAEDsYAAIEzIGc0C2IAAACYgAAEEoAAAIFkoAAEGPIMeoFkoAAEGeoAAEGi4AAEFlQAAAg,FhJzBoxNGO4AAMyAAEvqAAi9oAATNl6VjoXzWOpfNUMl8FQyXwVDJfCUMF8FTGT4lCZfMUQGc0oiAASiIAAOlGcxOuAATJAABMkAAEyMAATK4AAL7AAAv0AATsYACTMmc0tiAACYgABSgAAJZKAAWPLHqWSgAFnqAAWi4ABWVAAAgA==,FhgAAAAGntBG2AAAB5JzBoxRAY7gAAAMyAAAQL6gAAgL2gAAATNgXpQY6AXzQY6gXzQUMgXwQUMgXwQUMgXwgUMAXwQUxgT4gUJgXzAUQAZzQKIgAAQKIgAAAOlAZzATrgAAQMkAAAQMkAAAQMjAAAQMrgAAAL7AAAAL9AAAQOxgAAgTMgZzQLYgAAAJiAAAQSgAAAgWSgAAQY8gx6gWSgAAQZ6gAAQaLgAAQWVAAACA
Descriptor_Deck_Division_POL_20_Pancerna_multi,20 DYWIZJA PANCERNA,PACT,36,Descriptor_Deck_POL_20_Pancerna_multi,ONLIADMYGS,FhLzEaQUUEL4AAACoYAAACoYAAAEKoAAEClYF8kC74E90C8IE90C8IE90Cc4E90CdoE90CYwAAECYwAAACiAAAACeIAAEDJoAAEDJ4AAEDJgAAEDKgAAEDLgAAEDKwAAEDKwAAEDLAAAECf4AAEEWIIqoDF4FXIEugFXECgQAAEDSIAAEDQAAAEC4oAAECYYAAEDRIAAED2oAAIDXYAAID4gAAED5AAAAg==,FhLzGaQUUEL4AAACoYAAACoYAAAEKoAAEClYF8kC74E90C8IE90C8IE90Cc4E90CdoE90CYwAAECYwAAACiAAAACeIAAEDJoAAEDJ4AAEDJgAAEDKgAAEDLgAAEDKwAAEDKwAAEDLAAAECf4AAEEWIIqoDF4FXIEugFXECgQAAEDSIAAEDQAAAEC4oAAECYYAAEDRIAAED2oAAIDXYAAID4gAAED5AAAAg==,FhHvmkE1QvgAAqGAACoYAAQqgAEpWXyS75PdLwk90vCT3Sc5PdJ2k90mMAASYwAAKIAAAniAATJoABMngAEyYAATKgABMuAAEysAATKwABMsAAEn+AAUWKKqMXlXJLoVcSgQABNIgAE0AAAS4oABJhgAE0SAAT2oACNdgAI+IAAT5AAAIA==,FhgAAAAGntBG2AAAB5HvmkFFBC+AAAAqGAAAAqGAAABCqAABApWBfJAu+BPdAvCBPdAvCBPdAnOBPdAnaBPdAmMAABAmMAAAAogAAAAniAABAyaAABAyeAABAyYAABAyoAABAy4AABAysAABAysAABAywAABAn+AABBFiCKqAxeBVyBLoBVxAoEAABA0iAABA0AAABAuKAABAmGAABA0SAABA9qAACA12AACA+IAABA+QAAAIA==
Descriptor_Deck_Division_RDA_20_MSD_multi,20. MOT.-SCHÜTZEN-DIVISION,PACT,37,Descriptor_Deck_RDA_20_MSD_multi,VJEYMXXXCX,FhLzEaUUUAcgAAAEQYAAAAagAAAISAAAEEC4OqUAcAAXUAuQCIQIjgMYADwgOqQDwgOqUAuYCbgIjYB9wBeYB9wBDIAAABpYCNQCgYAAABroCNUDKIAAEDKQAAEAkAAAAAi4AAEHVwQj4BCIIgQAtICGgGb4AAAAaYAAEAboBq0BiwAAEBjgAAEBjgAAEBS4AAEENwAAEEuwAAEBH4AAIH7AAAAGJACNQAjAAAAg,FhLzGaUUUAcgAAAEQYAAAAagAAAISAAAEEC4OqUAcAAXUAuQCIQIjgMYADwgOqQDwgOqUAuYCbgIjYB9wBeYB9wBDIAAABpYCNQCgYAAABroCNUDKIAAEDKQAAEAkAAAAAi4AAEHVwQj4BCIIgQAtICGgGb4AAAAaYAAEAboBq0BiwAAEBjgAAEBjgAAEBS4AAEENwAAEEuwAAEBH4AAIH7AAAAGJACNQAjAAAAg,FhJyppRNQcgAARBgAAGoAAISAABQLuqUHABdQuQiEiOMYA8I6pDwjqlC5ibiI2H3BeYfcEMgAAaWI1CgYAAGuiNUyiAATKQABCQAAAIuAAXV0I+EIogQLSIaGb4AABpgAEG6GrRiwABGOAAEY4AARS4ABQ3AAFLsAARH4ACfsAABiQI1AjAAAIA=,FhgAAAAGntBG2AAAB5JyppRRQByAAAARBgAAABqAAAAhIAAAQQLg6pQBwABdQC5AIhAiOAxgAPCA6pAPCA6pQC5gJuAiNgH3AF5gH3AEMgAAAGlgI1AKBgAAAGugI1QMogAAQMpAAAQCQAAAACLgAAQdXBCPgEIgiBAC0gIaAZvgAAABpgAAQBugGrQGLAAAQGOAAAQGOAAAQFLgAAQQ3AAAQS7AAAQEfgAAgfsAAAAYkAI1ACMAAACA
Descriptor_Deck_Division_SOV_25_Tank_multi,25-YA TANK. DIV.,PACT,36,Descriptor_Deck_SOV_25_Tank_multi,SZDBRMISSA,FhLzEaQMQAZgAAAD1AAAgGZAABAHAAF2AOAE2MAcAJsQELADVgBtgGiATFAAAAFOAAAA1sA0UA0oAAIBpQAAQMpAAAgewAABA9gAACAE4AAEAJwAAIATgAAQPXgAAgmyAABALUB/sAOIA1cBsgAAABlwAAQBTAAAgDdANXAQGAACAgMAAEE14AAIAdwAAQA7gAAgHdAABBOeAACAH0AAEDyQAAAg,FhLzGaQMQAZgAAAD1AAAgGZAABAHAAF2AOAE2MAcAJsQELADVgBtgGiATFAAAAFOAAAA1sA0UA0oAAIBpQAAQMpAAAgewAABA9gAACAE4AAEAJwAAIATgAAQPXgAAgmyAABALUB/sAOIA1cBsgAAABlwAAQBTAAAgDdANXAQGAACAgMAAEE14AAIAdwAAQA7gAAgHdAABBOeAACAH0AAEDyQAAAg,FhIzTSBaAzAAAeoABDMgAIOAC7BwJsYOBNiIWBqwNsNEJigAAKcAAGthooaUABDSgAJlIABPYAAJ7AABAnAAIE4ABAnAAJ68ABTZAAIWo/2BxBq42QAADLgAIKYABBuhq4gMABEBgAKa8ABA7gAIHcABDugAKc8ABA+gAJ5IAAEA,FhgAAAAGntBG2AAAB5IzTSBiADMAAAAeoAAEAzIAAIA4AAuwBwAmxgDgBNiAhYAasANsA0QCYoAAAApwAAAGtgGigGlAABANKAACBlIAAED2AAAIHsAAAQAnAAAgBOAABACcAACB68AAEE2QAAIBagP9gBxAGrgNkAAAAMuAACAKYAAEAboBq4CAwAAQEBgAAgmvAABADuAACAHcAAEA7oAAIJzwAAQA+gAAgeSAAAEA
Descriptor_Deck_Division_SOV_27_Gds_Rifle_multi,27-YA GV. MOTOSTRELK. DIV.,PACT,35,Descriptor_Deck_SOV_27_Gds_Rifle_multi,BFMTKMUMTD,FhLzEaMMYH/QAAADQgAAgfxAC7A/0AGGB/ID1kD+QHrIH6gD3QP2gHuAfTAABA+oAACB9QAAEA0wAAAApAAAABSAAAAfuA/3AM6AACA2QAAEEAAB6IH7wDVwP3gGrAfhAAAAzQAAAAFUAAEBCwAAICAwAAQJggAAgHRAAAA/8AasAaEAAAAU4AAICFQAAAAzAAAgB1AAAAFIAAAAKQAAAQA=,FhLzGaMMYH/QAAADQgAAgfxAC7A/0AGGB/ID1kD+QHrIH6gD3QP2gHuAfTAABA+oAACB9QAAEA0wAAAApAAAABSAAAAfuA/3AM6AACA2QAAEEAAB6IH7wDVwP3gGrAfhAAAAzQAAAAFUAAEBCwAAICAwAAQJggAAgHRAAAA/8AasAaEAAAAU4AAICFQAAAAzAAAgB1AAAAFIAAAAKQAAAQA=,FhIzzRhbP+gAAaEABP4gXZ/oDDP5HrJ/I9ZP1B7p+0PcPpgAJ9QABPqAAIaYAABSAAAKQAAP3H+4Z0ABGyAAKAAPRP3hq5+8NWPwgABmgAAAqgAIhYABEBgAJMEABDogAB/4NWDQgAAKcABEKgAAGYABA6gAAKQAABSAAAg=,FhgAAAAGntBG2AAAB5IzzRhjA/6AAAAaEAAED+IAXYH+gAwwP5AesgfyA9ZA/UAe6B+0A9wD6YAAIH1AAAQPqAAAgGmAAAAFIAAAAKQAAAD9wH+4BnQAAQGyAAAggAAPRA/eAauB+8A1YD8IAAAGaAAAAAqgAAgIWAABAQGAACBMEAAEA6IAAAH/gDVgDQgAAACnAABAQqAAAAGYAAEAOoAAAApAAAABSAAACA==
Descriptor_Deck_Division_TCH_303_Tank_multi,303. TANKOVA DIVIZE,PACT,35,Descriptor_Deck_TCH_303_Tank_multi,EAHAVYVMDY,FhLzEaMUUE+oAAAFyYAAAFOIAAEE+wAAEE+wAAEIswAAEE64AAEE64AAEFC4GDgFZQGDkFDIGDkFyoGDkEzYGDkGGAAAAFZAAAAFMgAAADMgAAEE7YGDgEp4GYwDCIAAADCIAAEFCoKWUFY4AAEFLAAAEC+wAAEEzIGc0ECIGDkFloFeUEBgAAEFLoAAEFLgAAEFjoAAEFywAAIDZQAAEDvIAAAg,FhLzGaMUUE+oAAAFyYAAAFOIAAEE+wAAEE+wAAEIswAAEE64AAEE64AAEFC4GDgFZQGDkFDIGDkFyoGDkEzYGDkGGAAAAFZAAAAFMgAAADMgAAEE7YGDgEp4GYwDCIAAADCIAAEFCoKWUFY4AAEFLAAAEC+wAAEEzIGc0ECIGDkFloFeUEBgAAEFLoAAEFLgAAEFjoAAEFywAAIDZQAAEDvIAAAg,FhJnxoxNU+oAAXJgABTiAAU+wABT7AAGLMAAU64ABTrgAFQuYOFZRg5UMmDlcqYOUzZg5YYAABWQAAFMgAAMyAAFO2YOEp5mMMIgAAwiAAVCqllVjgAFSwAAS+wABTMmc1AiYOVlpXlQGAAFS6AAVLgABWOgAFcsAAjZQABO8gAAgA==,FhgAAAAGntBG2AAAB5JnxoxRQT6gAAAXJgAAAU4gAAQT7AAAQT7AAAQizAAAQTrgAAQTrgAAQULgYOAVlAYOQUMgYOQXKgYOQTNgYOQYYAAAAVkAAAAUyAAAAMyAAAQTtgYOASngZjAMIgAAAMIgAAQUKgpZQVjgAAQUsAAAQL7AAAQTMgZzQQIgYOQWWgV5QQGAAAQUugAAQUuAAAQWOgAAQXLAAAgNlAAAQO8gAACA
Descriptor_Deck_Division_SOV_31_Tank_multi,31-YA TANK. DIV.,PACT,36,Descriptor_Deck_SOV_31_Tank_multi,FCOHWPXWDE,FhLzEaQMYBowAuQBwABcgDgAC5BQyBfCANoAz8Be4Bq4DWwDRQAsAAAABZAAAA6EAACCy4AAEDogAAILMQAAQWYgAAgsvAABBZeAACB0MAAEDooAAIJ1wAAABxAGrgFqAMxA6QAAACD4AAEAboBq4ApgAAQApgAAgGXAABAMuAACAhYAAEE14AAICAwAAAAzAAAABmAAAAr2AACAdEAAEEZQAAAg,FhLzGaQMYBowAuQBwABcgDgAC5BQyBfCANoAz8Be4Bq4DWwDRQAsAAAABZAAAA6EAACCy4AAEDogAAILMQAAQWYgAAgsvAABBZeAACB0MAAEDooAAIJ1wAAABxAGrgFqAMxA6QAAACD4AAEAboBq4ApgAAQApgAAgGXAABAMuAACAhYAAEE14AAICAwAAAAzAAAABmAAAAr2AACAdEAAEEZQAAAg,FhJnZpAthowLkHABcg4ALlQyXwg2gz8XuGrjWw0UCwAAAWQAA6EAArLgAE6IAArMQAFZiAArLwAFZeAAnQwAE6KAAp1wAAHEGrhagzE6QAAIPgAEG6GrgpgAECmAAhlwAEMuAAiFgAFNeAAiAwAADMAAAZgAAr2AAh0QAFGUAACA,FhgAAAAGntBG2AAAB5JnZpAxgGjAC5AHAAFyAOAALkFDIF8IA2gDPwF7gGrgNbANFACwAAAAFkAAADoQAAILLgAAQOiAAAgsxAABBZiAACCy8AAEFl4AAIHQwAAQOigAAgnXAAAAHEAauAWoAzEDpAAAAIPgAAQBugGrgCmAABACmAACAZcAAEAy4AAICFgAAQTXgAAgIDAAAADMAAAAGYAAACvYAAIB0QAAQRlAAACA
Descriptor_Deck_Division_SOV_336_Naval_Brigade_multi,336-YA O.G. BRIGADA MORSKOY PEKHOTY,PACT,37,Descriptor_Deck_SOV_336_Naval_Brigade_multi,GFGBAARGRY,FhLzEaUUYGJgAAEGM4AAEGOYAAEHGIAAIGE4DSUGD4Bq0GDoMCUGNYMCUGNYMCYGEYMD0GDQBq4GAgBq4GFADSUGNwBq0GAAAAEGAAAAEGAoAAEGAoAAIGCQAAEGAwAAEGAQBokGJwAAEGFICzkGFQBq0GEIBq0IS4NGEGCYAAEGNoAAEGNQAAEAOYAAEA8YAAIGFgNGEGDIAAEA8QAAIISwAAEGCIAAIGCAAAAg,FhLzGaUUYGJgAAEGM4AAEGOYAAEHGIAAIGE4DSUGD4Bq0GDoMCUGNYMCUGNYMCYGEYMD0GDQBq4GAgBq4GFADSUGNwBq0GAAAAEGAAAAEGAoAAEGAoAAIGCQAAEGAwAAEGAQBokGJwAAEGFICzkGFQBq0GEIBq0IS4NGEGCYAAEGNoAAEGNQAAEAOYAAEA8YAAIGFgNGEGDIAAEA8QAAIISwAAEGCIAAIGCAAAAg,FhJyxpRNmJgABYzgAFjmAAXGIACYTjSVg+GrWDrAlY1sCVjWwJmEbA9YNBq5gIGrmFA0lY3Bq1gAAAWAAABYCgAFgKAAmCQABYDAAFgEGiWJwABYUizlhUGrWEIathLtGFgmAAWNoABY1AAEDmAAQ8YACYWNGFgyAAQ8QAChLAAFgiAAmCAAAIA=,FhgAAAAGntBG2AAAB5JyxpRRgYmAAAQYzgAAQY5gAAQcYgAAgYTgNJQYPgGrQYOgwJQY1gwJQY1gwJgYRgwPQYNAGrgYCAGrgYUANJQY3AGrQYAAAAQYAAAAQYCgAAQYCgAAgYJAAAQYDAAAQYBAGiQYnAAAQYUgLOQYVAGrQYQgGrQhLg0YQYJgAAQY2gAAQY1AAAQA5gAAQDxgAAgYWA0YQYMgAAQDxAAAghLAAAQYIgAAgYIAAACA
Descriptor_Deck_Division_SOV_35_AirAslt_Brig_multi,35-YA OG DESANTNO-SHTURMOVAYA BRIG.,PACT,37,Descriptor_Deck_SOV_35_AirAslt_Brig_multi,FBQIDKOWTQ,FhLzEaUUYA9YAAEBsQAAAA9QAAEANYAAIA1wBq4AwADP4AwADP0AwIDSYBlIDQICSYBq4AcYDScA0gEnYBeQB6EBp4DSUBrAAAEBlQAAEC7YBq0AL4AAEBmQAAEBsAAAIAL4AAIAvoBqkAvoBqkBsgAAIAtwDQoAtwDQkCTYAAEAzgAAEBAQAAEA7oAAEAN4AAECUIAAEAOAAAEBAYAAIAM4AAEBCoAAIBx4AAAg,FhLzGaUUYA9YAAEBsQAAAA9QAAEANYAAIA1wBq4AwADP4AwADP0AwIDSYBlIDQICSYBq4AcYDScA0gEnYBeQB6EBp4DSUBrAAAEBlQAAEC7YBq0AL4AAEBmQAAEBsAAAIAL4AAIAvoBqkAvoBqkBsgAAIAtwDQoAtwDQkCTYAAEAzgAAEBAQAAEA7oAAEAN4AAECUIAAEAOAAAEBAYAAIAM4AAEBCoAAIBx4AAAg,FhFuaUTYPWAARsQAAD1AAEDWAAg1wauDADP4MAM/QwI0mGUjQIkmGrgcY0nDSEnYXkHoRp40lGsAAEZUAAS7YatAvgAEZkAARsAACAvgAIL6GqQvoapGyAAILcNCgtw0JJNgAEM4AARAQABDugAEDeAASUIABA4AAEQGAAgM4ABEKgAIceAACA==,FhgAAAAGntBG2AAAB5FuaUUYA9YAAEBsQAAAA9QAAEANYAAIA1wBq4AwADP4AwADP0AwIDSYBlIDQICSYBq4AcYDScA0gEnYBeQB6EBp4DSUBrAAAEBlQAAEC7YBq0AL4AAEBmQAAEBsAAAIAL4AAIAvoBqkAvoBqkBsgAAIAtwDQoAtwDQkCTYAAEAzgAAEBAQAAEA7oAAEAN4AAECUIAAEAOAAAEBAYAAIAM4AAEBCoAAIBx4AAAg=
Descriptor_Deck_Division_SOV_39_Gds_Rifle_multi,39-YA GV. MOTOSTRELK. DIV.,PACT,35,Descriptor_Deck_SOV_39_Gds_Rifle_multi,FRXHTCHOCO,FhLzEaMUYAzIAAEA0ABn0Ab4Bn0AbwBn0AbQBnwBe4Bn0EAgBn0A0wAAEBCoAAEBAQAAEAKAAAEAUgAAEAUgAAEAtQBmEAcQBqkAzoAAEAboBqwA0IAAAA0IAAAAMwAAAAU4AAAALAAAEAL4AAEBsgAAAAUwAAEBCoAAEBAYAAEAO4AAEA84AAEAPoAAEAKYAAAAy4AAAALAAAEEBIAXUEBIAXQg,FhLzGaMUYAzIAAEA0ABn0Ab4Bn0AbwBn0AbQBnwBe4Bn0EAgBn0A0wAAEBCoAAEBAQAAEAKAAAEAUgAAEAUgAAEAtQBmEAcQBqkAzoAAEAboBqwA0IAAAA0IAAAAMwAAAAU4AAAALAAAEAL4AAEBsgAAAAUwAAEBCoAAEBAYAAEAO4AAEA84AAEAPoAAEAKYAAAAy4AAAALAAAEEBIAXUEBIAXQg,FhFiaMTYMyAAQ0AZ9Bvhn0G8GfQbQZ8F7hn1AIGfQ0wABEKgAEQEAAQKAABBSAAEFIAAQtQZhBxBqkM6AAQboasDQgAANCAAAMwAABTgAACwAAQL4ABGyAAAFMAARCoABEBgAEDuAAQ84ABA+gAECmAAAy4AAAsAAFASBdUBIF0I,FhgAAAAGntBG2AAAB5FiaMUYAzIAAEA0ABn0Ab4Bn0AbwBn0AbQBnwBe4Bn0EAgBn0A0wAAEBCoAAEBAQAAEAKAAAEAUgAAEAUgAAEAtQBmEAcQBqkAzoAAEAboBqwA0IAAAA0IAAAAMwAAAAU4AAAALAAAEAL4AAEBsgAAAAUwAAEBCoAAEBAYAAEAO4AAEA84AAEAPoAAEAKYAAAAy4AAAALAAAEEBIAXUEBIAXQg=
Descriptor_Deck_Division_POL_4_Zmechanizowana_multi,4 DYW. ZMECHANIZOWANA,PACT,37,Descriptor_Deck_POL_4_Zmechanizowana_multi,TXTNNGPIUS,FhLzEaUUUDNIAAEC+gAAACoYAAACvQAAADCYAAIEugFXEEWIIqkDRQAAEDRQAAED2oAAEDRgAAED5AAAED5gAAED44AAADJIAAEDJYAAEDJYAAEDJQAAADJ4AAACfoAAIC8AE9wDGQGcgEGIAAAC/oAAAC/oAAACgIAAAC3QF8UC8IGQ0DFAGQ0C8AGQ8ChgGnkCmAGQ0ClwF8kDPYGQwC7gGQ0CtAGQwCtYFdwg,FhLzGaUUUDNIAAEC+gAAACoYAAACvQAAADCYAAIEugFXEEWIIqkDRQAAEDRQAAED2oAAEDRgAAED5AAAED5gAAED44AAADJIAAEDJYAAEDJYAAEDJQAAADJ4AAACfoAAIC8AE9wDGQGcgEGIAAAC/oAAAC/oAAACgIAAAC3QF8UC8IGQ0DFAGQ0C8AGQ8ChgGnkCmAGQ0ClwF8kDPYGQwC7gGQ0CtAGQwCtYFdwg,FhHwGlE1M0gAEvoAACoYAAK9AAAwmAAkuhVxRYoqk0UAATRQABPagAE0YAAT5AABPmAAE+OAADJIABMlgAEyWAATJQAAMngAAn6AAi8BPcMZGchBiAAC/oAAL+gAAoCAAC3RfFLwmQ0xQZDS8BkPKGGnkpgZDSlxfJM9mQwu4ZDStBkMK1ldwg==,FhgAAAAGntBG2AAAB5HwGlFFAzSAABAvoAAAAqGAAAAr0AAAAwmAACBLoBVxBFiCKpA0UAABA0UAABA9qAABA0YAABA+QAABA+YAABA+OAAAAySAABAyWAABAyWAABAyUAAAAyeAAAAn6AACAvABPcAxkBnIBBiAAAAv6AAAAv6AAAAoCAAAAt0BfFAvCBkNAxQBkNAvABkPAoYBp5ApgBkNApcBfJAz2BkMAu4BkNArQBkMArWBXcI=
